Var1,Var2
546,0.0213734466513086
547,0.726269160129531
548,0.999294116771769
549,0.332958311195095
550,0.0358620208742623
551,0.200996084269926
552,0.150488539788714
553,0.880773679347411
554,0.092303387332736
555,0.544591813406116
556,0.879838356316205
557,0.537373841502611
558,0.938138774287971
559,0.189887115525435
560,0.769999609228334
561,0.380513938102543
562,0.695003398943263
563,0.410251733328724
564,0.38588109390937
565,0.388459589543449
566,0.141016344274451
567,0.396935945874827
568,0.635005498392399
569,0.208448460657469
570,0.700218397147406
571,0.614586465792738
572,0.783348633044826
573,0.934372887136635
574,0.959020551148691
575,0.464052568624897
576,0.714711402971791
577,0.771162643824225
578,0.747110891299288
579,0.377416282347503
580,0.0434267001954531
581,0.0974462808533784
582,0.13979197093541
583,0.790258157293412
584,0.0814525145441632
585,0.205519536147545
586,0.260903046856542
587,0.224267690545833
588,0.352771675727881
589,0.0300555336861407
590,0.846431649253961
591,0.420622099909009
592,0.918922296688831
593,0.490811585501412
594,0.0994062263278279
595,0.100050396489921
596,0.753943689769586
597,0.0502260583729283
598,0.00293371129561049
599,0.0803289421714897
600,0.165869378510637
601,0.982160005730657
602,0.745753688378524
603,0.38966982174963
604,0.867524827687816
605,0.661399302596989
606,0.506567258553497
607,0.487282999379303
608,0.0434980315253174
609,0.180076275946326
610,0.557906706521116
611,0.847967521990132
612,0.275902490753786
613,0.906041533001513
614,0.178411012253358
615,0.39868068268926
616,0.715889517986255
617,0.213338502422076
618,0.866601830829637
619,0.203088781590816
620,0.384255189341881
621,0.345717954182534
622,0.525168846588795
623,0.636413622245753
624,0.933206842569746
625,0.156881960675371
626,0.841263833765684
627,0.369980209929012
628,0.391104832046676
629,0.967274891779775
630,0.570707838228554
631,0.107813582103946
632,0.549618573913354
633,0.048904156061071
634,0.944574898037849
635,0.205203945693248
636,0.957838169347839
637,0.6090070140874
638,0.540130951735801
639,0.164601374325659
640,0.344658658939501
641,0.974510748496405
642,0.166115767642218
643,0.717520176475686
644,0.447168560434705
645,0.294554369987731
646,0.166440921990134
647,0.880492759994794
648,0.953433790794918
649,0.0865717125139199
650,0.252802672456361
651,0.24543669851078
652,0.83978139451716
653,0.536285924374878
654,0.161229046774807
655,0.688923181067142
656,0.500653817197829
657,0.631308315647704
658,0.587836987224809
659,0.976342922389962
660,0.552989217561329
661,0.5048621551847
662,0.971779190266532
663,0.581036270211906
664,0.271341957580634
665,0.749499405280928
666,0.531662077245739
667,0.873505861308806
668,0.0867925528395324
669,0.980757878878793
670,0.893853299041382
671,0.351402756650997
672,0.817393014993194
673,0.970573246643656
674,0.892504923058244
675,0.158721768423485
676,0.612055611757552
677,0.447591147932678
678,0.845948385832265
679,0.415479681442922
680,0.448498092166084
681,0.136925258333629
682,0.874424284504357
683,0.738024322810246
684,0.812035682505858
685,0.599244126159852
686,0.459853814082347
687,0.729622040247638
688,0.413760248334518
689,0.634509608085404
690,0.0880471025935262
691,0.111720676441138
692,0.987037878930473
693,0.651012621346162
694,0.458082570125179
695,0.599119677887689
696,0.874004893610169
697,0.676316135125411
698,0.945601001495397
699,0.191800178425331
700,0.544100371862308
701,0.782066513325118
702,0.589720287767975
703,0.246593705456411
704,0.362827719447604
705,0.363808981618901
706,0.302842037654253
707,0.651071513149431
708,0.84592095319112
709,0.639026846878757
710,0.366884182149017
711,0.685901186073936
712,0.0257124434377569
713,0.878560903556217
714,0.277421334358046
715,0.989279633485405
716,0.203367151723819
717,0.153170097851603
718,0.382941260863687
719,0.944442190829283
720,0.960903100907513
721,0.044838924951268
722,0.64479535145009
723,0.575653945623943
724,0.987683107563874
725,0.613249142761656
726,0.18698424537078
727,0.773214035806987
728,0.951318470157542
729,0.826291438525894
730,0.191595333833742
731,0.020984694102014
732,0.719508625818734
733,0.680528276351082
734,0.846548489364509
735,0.675295634762728
736,0.593563147797495
737,0.967649964923393
738,0.754686997206299
739,0.107996996680683
740,0.306447440113526
741,0.702232801401337
742,0.287703766643186
743,0.988472377977134
744,0.0697289083242514
745,0.984585073699933
746,0.69842800675232
747,0.711425405167303
748,0.196330689042965
749,0.369133558848416
750,0.712268830323558
751,0.366648325317973
752,0.68835029046718
753,0.50798359150623
754,0.938413463429188
755,0.48734769363858
756,0.224683708316412
757,0.463771790547558
758,0.77522683047071
759,0.66594816795368
760,0.280455848869118
761,0.275752990349019
762,0.686816781527755
763,0.179371670851933
764,0.526871608028061
765,0.975431067199434
766,0.224369737589741
767,0.941900144703287
768,0.987951566922856
769,0.844433192151105
770,0.966280149677942
771,0.610677697853783
772,0.265653196301265
773,0.718687356106992
774,0.602901397807204
775,0.381106678219842
776,0.912827838267524
777,0.310027496804563
778,0.736212645479267
779,0.049755363778256
780,0.119257473092982
